HCH_012_046_000000	雲南《禹貢》梁州徼外。
HCH_012_046_001418	洪武五年改名，屬湖廣沅州衛。
HCH_012_046_001419	永樂十二年三月來屬。
HCH_012_046_001420	東有施溪。
HCH_012_046_001421	黃道溪長官司府東北。
HCH_012_046_001422	元屬思州宣慰司。
HCH_012_046_001423	永樂十二年三月屬府。
HCH_012_046_001424	西南有黃道溪。
HCH_012_046_001425	鎮遠府元鎮遠府，屬思州安撫司。
HCH_012_046_001426	洪武四年降爲鎮遠州，屬思南宣慰司。
HCH_012_046_001427	五年六月直隸湖廣。
HCH_012_046_001428	永樂十一年二月置鎮遠府於州治，屬貴州布政司。
HCH_012_046_001429	正統三年五月省州入焉。
HCH_012_046_001430	領縣二，長官司三。
HCH_012_046_001431	西距布政司五百三十里。
HCH_012_046_001432	鎮遠倚。
HCH_012_046_001433	本鎮遠溪洞金容金達蠻夷長官司，洪武二年二月置，屬思南宣慰司。
HCH_012_046_001434	永樂十二年三月屬州。
HCH_012_046_001435	正統三年五月改屬府。
HCH_012_046_001436	弘治七年十月改爲鎮遠縣。
HCH_012_046_001437	北有石崖山。
HCH_012_046_001438	東有中河山，以兩水夾流而名。
HCH_012_046_001439	東北有鐵山。
HCH_012_046_001440	又東有觀音山，有馬場坡。
HCH_012_046_001441	東南有巴邦山。
HCH_012_046_001442	西有平冒山。
HCH_012_046_001443	南有鎮陽江，一名鎮南江，亦曰潕水，上受興隆、黃平諸水，東流三百里，入於沅江。
HCH_012_046_001444	又東北有鐵溪，出鐵山，下流入鎮陽江。
HCH_012_046_001445	又西有油榨關。
HCH_012_046_001446	有焦溪關、梅溪關。
HCH_012_046_001447	又有清浪關，清浪衛治於此，又西有偏橋，偏橋衛在焉，俱洪武二十三年四月置。
HCH_012_046_001448	西南有鎮遠衛，洪武二十二年七月置。
HCH_012_046_001449	俱屬湖廣都司，萬曆二十九年十一月俱改屬貴州，三十一年四月還屬湖廣。
HCH_012_046_001450	施秉府西南。
HCH_012_046_001451	本施秉蠻夷長官司，洪武五年置，屬思南宣慰司。
HCH_012_046_001452	永樂十二年三月屬州。
HCH_012_046_001453	正統九年七月改爲縣。
HCH_012_046_001454	天啓元年四月省。
HCH_012_046_001455	崇禎四年十一月復置。
HCH_012_046_001456	南有洪江，即鎮陽江。
HCH_012_046_001457	偏橋長官司府西。
HCH_012_046_001458	元偏橋中寨蠻夷軍民長官司。
HCH_012_046_001459	洪武五年改置，屬思南宣慰司。
HCH_012_046_001460	永樂十二年三月來屬。
HCH_012_046_001461	邛水十五洞蠻夷長官司府東。
HCH_012_046_001462	元邛水縣。
HCH_012_046_001463	洪武五年改置團羅、得民、曉隘、陂帶、邛水五長官司，屬思州宣慰司。
HCH_012_046_001464	二十九年以四司併入邛水司，屬思南宣慰司。
HCH_012_046_001465	永樂十二年三月屬府。
HCH_012_046_001466	臻剖六洞橫坡等處長官司府西。
HCH_012_046_001467	本臻剖、六洞、橫坡三長官司，洪武二十二年置，屬鎮遠衛，後併爲一司。
HCH_012_046_001468	銅仁府本思州宣慰司地。
HCH_012_046_001469	永樂十一年二月置銅仁府。
HCH_012_046_001470	領縣一，長官司五。
HCH_012_046_001471	西南距布政司七百七十里。
HCH_012_046_001472	銅仁倚。
HCH_012_046_001473	元銅人大小江等處蠻夷軍民長官司，屬思州安撫司。
HCH_012_046_001474	洪武初，改置銅仁長官司，屬思南宣慰司。
HCH_012_046_001475	永樂十二年三月置府治於此。
HCH_012_046_001476	萬曆二十六年四月改爲縣。
HCH_012_046_001477	南有銅崖山。
HCH_012_046_001478	又有新坑山，產硃砂水銀。
HCH_012_046_001479	西南有銅仁大江，西北有小江流合焉，下流入沅州界，注於沅江。
HCH_012_046_001480	省溪長官司府西。
HCH_012_046_001481	元省溪壩場等處蠻夷長官司，屬思州安撫司。
HCH_012_046_001482	洪武初改名，屬思南宣慰司。
HCH_012_046_001483	永樂十二年三月來屬。
HCH_012_046_001484	西有棨邏江，即省溪，產金。
HCH_012_046_001485	提溪長官司府西。
HCH_012_046_001486	元提溪等處軍民長官司，屬思州安撫司。
HCH_012_046_001487	洪武初改名，屬思南宣慰司。
HCH_012_046_001488	永樂十二年三月來屬。
HCH_012_046_001489	東有印江。
HCH_012_046_001490	西有提溪，產砂金。
HCH_012_046_001491	大萬山長官司府南。
HCH_012_046_001492	元大萬山蘇葛辦等處軍民長官司，屬思州安撫司。
HCH_012_046_001493	洪武初改名，屬思南宣慰司。
HCH_012_046_001494	永樂十二年三月來屬。
HCH_012_046_001495	烏羅長官司府西。
HCH_012_046_001496	元烏羅龍乾等處長官司，屬思州安撫司。
HCH_012_046_001497	洪武初更名，屬思南宣慰司。
HCH_012_046_001498	永樂十一年二月置烏羅府，領朗溪蠻夷長官司，烏羅、答意、治古、平頭著可四長官司治於此。
HCH_012_046_001499	正統三年五月，府廢來屬。
HCH_012_046_001500	西有九龍山，銅仁大江源於此。
HCH_012_046_001501	又西南有觀音囤，亦曰烏羅洞。
HCH_012_046_001502	南有九江。
HCH_012_046_001503	又有木耳溪，亦曰九十九溪，下流亦入沅江。
HCH_012_046_001504	平頭著可長官司府西北。
HCH_012_046_001505	元平頭著可通達等處長官司，屬思州安撫司。
HCH_012_046_001506	洪武七年十月改置，屬思南宣慰司。
HCH_012_046_001507	永樂十二年三月屬烏羅府，府廢來屬。
HCH_012_046_001508	又有答意長官司，治古寨長官司，俱永樂三年七月置，屬貴州宣慰司，十二年三月改屬烏羅府，正統三年五月俱與府同廢。
HCH_012_046_001509	石阡府本思州宣慰司地。
HCH_012_046_001510	永樂十一年二月置石阡府。
HCH_012_046_001511	領縣一，長官司三。
HCH_012_046_001512	西南距布政司六百三十里。
HCH_012_046_001513	石阡長官司倚。
HCH_012_046_001514	元石阡等處軍民長官司，屬思州安撫司。
HCH_012_046_001515	洪武初改置，屬思州宣慰司。
HCH_012_046_001516	永樂十二年三月爲石阡府治。
HCH_012_046_001517	西有崖門山。
HCH_012_046_001518	南有秋滿洞。
HCH_012_046_001519	西有烏江，自四川遵義府流入，東北入思南府界。
HCH_012_046_001520	有石阡江，下流入於烏江。
HCH_012_046_001521	龍泉府西。
HCH_012_046_001522	本龍泉坪長官司，元爲思州安撫司治。
HCH_012_046_001523	洪武七年七月復置，屬思州宣慰司。
HCH_012_046_001524	永樂十二年三月來屬。
HCH_012_046_001525	萬曆二十九年四月改爲縣。
HCH_012_046_001526	北有騰雲洞。
HCH_012_046_001527	南有鄧坎等寨。
HCH_012_046_001528	苗民長官司府西南。
HCH_012_046_001529	洪武七年十月置，屬思州宣慰司。
HCH_012_046_001530	永樂十二年三月來屬。
HCH_012_046_001531	葛彰葛商長官司府南。
HCH_012_046_001532	元屬思州安撫司。
HCH_012_046_001533	洪武中屬思州宣慰司。
HCH_012_046_001534	永樂十二年三月來屬。
HCH_012_046_001535	龍裏衛軍民指揮使司洪武二十三年四月置衛。
HCH_012_046_001536	二十九年四月升軍民指揮使司。
HCH_012_046_001537	西有蓮花涇，又有加牙河，下流入甕首河。
HCH_012_046_001538	東南有平伐長官司，本元平伐等處長官司，洪武十五年改置，屬貴州衛，二十八年屬龍裏衛，萬曆十四年二月省入新貴縣。
HCH_012_046_001539	又西有長衝關。
HCH_012_046_001540	東有巄聳關。
HCH_012_046_001541	領長官司一。
HCH_012_046_001542	西距布政司五十里。
HCH_012_046_001543	大平伐長官司衛南。
HCH_012_046_001544	洪武十九年置，屬貴州衛。
HCH_012_046_001545	二十八年來屬。
HCH_012_046_001546	東北有谷峽山。
HCH_012_046_001547	東南有甕首河，下流合清水江。
HCH_012_046_001548	新添衛軍民指揮使司元新添葛蠻安撫司，後廢。
HCH_012_046_001549	洪武二十二年置新添千戶所，屬貴州衛。
HCH_012_046_001550	二十三年二月改爲新添衛，屬貴州都司。
HCH_012_046_001551	二十九年四月升軍民指揮使司。
HCH_012_046_001552	領長官司五。
HCH_012_046_001553	西距布政司百十里。
HCH_012_046_001554	新添長官司倚。
HCH_012_046_001555	洪武四年置。
HCH_012_046_001556	東有憑虛洞，一名豬母洞。
HCH_012_046_001557	西北有清水江。
HCH_012_046_001558	西南有甕城河，有甕城河土巡檢司。
HCH_012_046_001559	又東有谷忙關。
HCH_012_046_001560	小平伐長官司衛西南。
HCH_012_046_001561	洪武十五年六月置，屬貴州衛，尋屬龍裏衛。
HCH_012_046_001562	二十九年來屬。
HCH_012_046_001563	把平寨長官司衛南。
HCH_012_046_001564	洪武十五年六月置，屬貴州衛，尋屬龍裏衛。
HCH_012_046_001565	二十九年來屬。
HCH_012_046_001566	丹平長官司衛西南。
HCH_012_046_001567	洪武三十年置，尋省。
HCH_012_046_001568	永樂二年復置。
HCH_012_046_001569	丹行長官司衛西南。
HCH_012_046_001570	洪武三十年置，尋省。
HCH_012_046_001571	永樂二年復置。
HCH_012_046_001572	安南衛洪武十五年正月置尾灑衛於此，尋廢。
HCH_012_046_001573	二十三年十二月復置，更名，屬貴州都司。
HCH_012_046_001574	南有尾灑山。
HCH_012_046_001575	東有盤江山，有清源洞。
HCH_012_046_001576	又有北盤江，自雲南沾益州流入，又南入安順府界。
HCH_012_046_001577	東南有者卜河，自普安州流入，注於盤江。
HCH_012_046_001578	西有江西陂，初置柵屯守於此，尋徙於尾灑，築城爲衛。
HCH_012_046_001579	南有烏鳴關，亦洪武中置。
HCH_012_046_001580	東北距布政司三百四十里。
HCH_012_046_001581	威清衛洪武二十三年六月置，屬貴州都司。
HCH_012_046_001582	北有羊耳山。
HCH_012_046_001583	西有的澄河，即陸廣河上流。
HCH_012_046_001584	西北有鴨池河，即烏江。
HCH_012_046_001585	西距布政司六十里。
HCH_012_046_001586	平壩衛洪武二十三年閏四月置，屬貴州都司。
HCH_012_046_001587	東南有南仙洞，有馬頭山。
HCH_012_046_001588	東有東溪。
HCH_012_046_001589	西南距布政司八十里。
HCH_012_046_001590	畢節衛洪武十七年二月置，屬貴州都司。
HCH_012_046_001591	東有木稀山，有關。
HCH_012_046_001592	又有響水河。
HCH_012_046_001593	南有善欲關，西有老鴉關，俱洪武中置。
HCH_012_046_001594	東北有層臺衛，洪武二十一年九月置，二十七年六月廢。
HCH_012_046_001595	領守禦所一。
HCH_012_046_001596	東南距布政司四百五十里。
HCH_012_046_001597	守禦七星關後千戶所衛西。
HCH_012_046_001598	洪武二十一年置，屬烏撒衛。
HCH_012_046_001599	永樂中來屬。
HCH_012_046_001600	有七星關河，亦曰可渡河，源出四川烏撒府，即北盤江上流，七星關在其上，下流入雲南沾益州界。
HCH_012_046_001601	赤水衛洪武二十一年十月置，北有雪山，上有關。
HCH_012_046_001602	東有赤水河，有赤水關。
HCH_012_046_001603	領所四。
HCH_012_046_001604	距布政司六百二十里。
HCH_012_046_001605	摩尼千戶所衛北、白撒千戶所衛東南。
HCH_012_046_001606	二所俱洪武二十二年九月置、阿落密千戶所衛南、前千戶所衛南。
HCH_012_046_001607	二所俱洪武二十七年置。
HCH_012_046_001608	普市守禦千戶所洪武二十三年三月析永寧宣撫司地置，直隸貴州都司。
HCH_012_046_001609	東有木案山。
HCH_012_046_001610	西南有水腦洞。
HCH_012_046_001611	又東南有龍泉澗。
HCH_012_046_001612	距布政司七百二十里。
HCH_012_046_001613	敷勇衛本劄佐長官司。
HCH_012_046_001614	洪武五年改元落邦札佐等處長官司置，屬貴州宣慰司。
HCH_012_046_001615	崇禎三年改置，屬貴州都司。
HCH_012_046_001616	東有陽明洞。
HCH_012_046_001617	西有三湘水。
HCH_012_046_001618	北有烏江，有陸廣河。
HCH_012_046_001619	領所四。
HCH_012_046_001620	南距布政司五十里。
HCH_012_046_001621	於襄守禦千戶所衛西。
HCH_012_046_001622	本青山長官司，洪武五年改元青山遠地等處長官司置，屬貴州宣慰司。
HCH_012_046_001623	崇禎三年改置。
HCH_012_046_001624	息烽守禦千戶所衛東北。
HCH_012_046_001625	崇禎三年以貴州前衛故絕六屯並割底寨司地置。
HCH_012_046_001626	西有西望山。
HCH_012_046_001627	南有石天洞。
HCH_012_046_001628	北有烏江。
HCH_012_046_001629	濯靈守禦千戶所衛北。
HCH_012_046_001630	西有陸廣河，北流合烏江、修文守禦千戶所衛東北。
HCH_012_046_001631	二所俱宣慰司水西地，崇禎三年同置。
HCH_012_046_001632	鎮西衛崇禎三年以宣慰司水西地置。
HCH_012_046_001633	北有天柱洞，又有鴨池河，即烏江異名。
HCH_012_046_001634	領所四。
HCH_012_046_001635	西南距布政司六十里。
HCH_012_046_001636	威武守禦千戶所衛東、赫聲守禦千戶所衛北。
HCH_012_046_001637	有鴨池河、柔遠守禦千戶所衛□、定遠守禦千戶所衛□。
HCH_012_046_001638	以上俱水西地，崇禎三年與衛同置。
